id,accident_risk
518057,0.10997433
518058,0.29321975
518059,0.28250822
518060,0.3295788
518061,0.33575988
518062,0.63496864
518063,0.43115237
518064,0.1402124
518065,0.31855983
518066,0.19379817
518067,0.31177804
518068,0.6952162
518069,0.1530475
518070,0.5008825
518071,0.17597383
518072,0.54476833
518073,0.30646652
518074,0.4107552
518075,0.5489174
518076,0.1692032
518077,0.22155772
518078,0.2605695
518079,0.5157239
518080,0.37687683
518081,0.6420018
518082,0.26722887
518083,0.30700257
518084,0.3599396
518085,0.16346194
518086,0.2847167
518087,0.2943529
518088,0.37635502
518089,0.40702754
518090,0.4810619
518091,0.3041765
518092,0.31447953
518093,0.14993419
518094,0.49379006
518095,0.16356389
518096,0.3275109
518097,0.2752767
518098,0.5488403
518099,0.45692688
518100,0.30794895
518101,0.31288877
518102,0.24092537
518103,0.1761697
518104,0.35825917
518105,0.28050584
518106,0.468973
518107,0.56685275
518108,0.6189884
518109,0.37109587
518110,0.23519838
518111,0.111176625
518112,0.3278527
518113,0.19937475
518114,0.493452
518115,0.29340518
518116,0.4743906
518117,0.55585665
518118,0.38862875
518119,0.36498156
518120,0.0801962
518121,0.47539368
518122,0.33840457
518123,0.48851764
518124,0.5513941
518125,0.1460365
518126,0.19255789
518127,0.1534622
518128,0.14108129
518129,0.272645
518130,0.29144707
518131,0.32915023
518132,0.22415294
518133,0.31537047
518134,0.42326808
518135,0.17974432
518136,0.46961457
518137,0.24064718
518138,0.23336422
518139,0.5857456
518140,0.29514745
518141,0.6289433
518142,0.21904223
518143,0.21505396
518144,0.35753688
518145,0.47718233
518146,0.31299025
518147,0.31375563
518148,0.29895258
518149,0.5417666
518150,0.28213957
518151,0.38500577
518152,0.12600484
518153,0.3487455
518154,0.2232505
518155,0.3100373
518156,0.22480595
518157,0.3262317
518158,0.44067958
518159,0.13651626
518160,0.4678607
518161,0.53844774
518162,0.52440256
518163,0.33320883
518164,0.44938692
518165,0.0778131
518166,0.30091697
518167,0.22171183
518168,0.41741434
518169,0.30173498
518170,0.29266688
518171,0.20375887
518172,0.1230793
518173,0.4528036
518174,0.32823682
518175,0.2853024
518176,0.26770324
518177,0.2884125
518178,0.33108506
518179,0.5012448
518180,0.2477986
518181,0.47126135
518182,0.44333285
518183,0.24739313
518184,0.48770824
518185,0.4734287
518186,0.29741767
518187,0.608904
518188,0.40684414
518189,0.42672598
518190,0.23700936
518191,0.46309784
518192,0.61338687
518193,0.36351344
518194,0.7082102
518195,0.3905531
518196,0.2246005
518197,0.18685804
518198,0.64085335
518199,0.6487323
518200,0.14729965
518201,0.31354892
518202,0.17230415
518203,0.66390765
518204,0.14389397
518205,0.19368199
518206,0.18927458
518207,0.4980962
518208,0.30576804
518209,0.3465986
518210,0.32667026
518211,0.32256833
518212,0.45296496
518213,0.45559686
518214,0.27746063
518215,0.37903643
518216,0.5769712
518217,0.08839431
518218,0.4773005
518219,0.18024462
518220,0.35389978
518221,0.18725587
518222,0.3601997
518223,0.12962754
518224,0.54900354
518225,0.5908198
518226,0.05032649
518227,0.28006876
518228,0.27440658
518229,0.20936646
518230,0.23510496
518231,0.109877214
518232,0.38511434
518233,0.30771396
518234,0.33652613
518235,0.38724676
518236,0.12852414
518237,0.3002791
518238,0.4187473
518239,0.23218772
518240,0.66556764
518241,0.54603666
518242,0.21389563
518243,0.27744
518244,0.56371254
518245,0.47183797
518246,0.2525902
518247,0.22580442
518248,0.3075853
518249,0.2674928
518250,0.19300744
518251,0.38935128
518252,0.2360237
518253,0.15413627
518254,0.35741407
518255,0.28441355
518256,0.5484847
518257,0.2129059
518258,0.33855218
518259,0.1606929
518260,0.33801326
518261,0.41818568
518262,0.30991128
518263,0.31694454
518264,0.38045236
518265,0.39173645
518266,0.6046708
518267,0.32371613
518268,0.29632702
518269,0.3636749
518270,0.29286003
518271,0.45195857
518272,0.4060207
518273,0.3071666
518274,0.36428463
518275,0.51696247
518276,0.26800418
518277,0.37265638
518278,0.22321457
518279,0.26740938
518280,0.46893433
518281,0.332022
518282,0.5538011
518283,0.2646332
518284,0.30599442
518285,0.274533
518286,0.05337017
518287,0.32823434
518288,0.23818722
518289,0.4715894
518290,0.3055291
518291,0.12771216
518292,0.1918101
518293,0.12759589
518294,0.26255298
518295,0.35427013
518296,0.56080616
518297,0.30935872
518298,0.4994976
518299,0.23126224
518300,0.25064716
518301,0.20419039
518302,0.31923014
518303,0.4190373
518304,0.12812258
518305,0.4116877
518306,0.28368124
518307,0.56844753
518308,0.10984342
518309,0.38329628
518310,0.31844577
518311,0.30400595
518312,0.35642186
518313,0.18440041
518314,0.32615638
518315,0.22257005
518316,0.26711795
518317,0.36518452
518318,0.4908531
518319,0.48303533
518320,0.44504476
518321,0.3009987
518322,0.16257942
518323,0.35591713
518324,0.24276055
518325,0.5305814
518326,0.32824254
518327,0.5253232
518328,0.1294886
518329,0.59355605
518330,0.16468848
518331,0.34652558
518332,0.47523373
518333,0.24489796
518334,0.21184647
518335,0.35814655
518336,0.31740588
518337,0.16804633
518338,0.34741342
518339,0.22721387
518340,0.56746835
518341,0.49639186
518342,0.3660336
518343,0.41232368
518344,0.2169179
518345,0.3498867
518346,0.37148148
518347,0.3001008
518348,0.29351503
518349,0.3046799
518350,0.368255
518351,0.43311873
518352,0.46996894
518353,0.44545704
518354,0.36120445
518355,0.594768
518356,0.6442805
518357,0.290327
518358,0.18381786
518359,0.27121693
518360,0.5703779
518361,0.39845502
518362,0.24102737
518363,0.37586176
518364,0.39026493
518365,0.32358548
518366,0.45566055
518367,0.474807
518368,0.5006776
518369,0.50152504
518370,0.28997046
518371,0.2880731
518372,0.64067626
518373,0.21430404
518374,0.38120553
518375,0.5608499
518376,0.2478412
518377,0.28861186
518378,0.22068596
518379,0.37194538
518380,0.4248108
518381,0.2224391
518382,0.5787485
518383,0.5578166
518384,0.2075218
518385,0.37666112
518386,0.27927524
518387,0.09208165
518388,0.34917927
518389,0.34657085
518390,0.4734138
518391,0.31015664
518392,0.36831176
518393,0.18788888
518394,0.07558158
518395,0.63423806
518396,0.5082288
518397,0.50677043
518398,0.17055434
518399,0.2796115
518400,0.25263494
518401,0.13396075
518402,0.36825252
518403,0.37102363
518404,0.30242094
518405,0.4979386
518406,0.3852616
518407,0.31718117
518408,0.15453157
518409,0.3053735
518410,0.35092258
518411,0.6684529
518412,0.35507116
518413,0.17350335
518414,0.4651757
518415,0.16227068
518416,0.16341817
518417,0.7374678
518418,0.32437515
518419,0.33058086
518420,0.32669175
518421,0.2352955
518422,0.32198298
518423,0.3349192
518424,0.07043552
518425,0.29525572
518426,0.29647848
518427,0.47309813
518428,0.10272087
518429,0.2229723
518430,0.31461185
518431,0.29278427
518432,0.6403476
518433,0.24714106
518434,0.30066517
518435,0.38988242
518436,0.55601436
518437,0.35077122
518438,0.4825535
518439,0.16498534
518440,0.22526406
518441,0.39127058
518442,0.3884474
518443,0.31729797
518444,0.7326039
518445,0.17318471
518446,0.3119107
518447,0.48236498
518448,0.28329927
518449,0.43468398
518450,0.1892036
518451,0.4364728
518452,0.59255046
518453,0.537419
518454,0.43349847
518455,0.56812775
518456,0.29461917
518457,0.6467233
518458,0.5520984
518459,0.048368312
518460,0.6601988
518461,0.1329218
518462,0.183841
518463,0.38595632
518464,0.5964233
518465,0.31744146
518466,0.36637452
518467,0.32237533
518468,0.71182
518469,0.40207422
518470,0.23442705
518471,0.30833432
518472,0.30152655
518473,0.17254904
518474,0.3249432
518475,0.11408724
518476,0.2702706
518477,0.42897615
518478,0.3975448
518479,0.17499655
518480,0.43910724
518481,0.4968862
518482,0.3372482
518483,0.47723702
518484,0.31064826
518485,0.19418158
518486,0.40874222
518487,0.53602064
518488,0.14878458
518489,0.22027321
518490,0.22580442
518491,0.5126621
518492,0.2929757
518493,0.23792244
518494,0.10885804
518495,0.23351079
518496,0.21365355
518497,0.41328236
518498,0.2380671
518499,0.111810364
518500,0.28123817
518501,0.5404541
518502,0.13132103
518503,0.4310482
518504,0.46897802
518505,0.14648633
518506,0.36163923
518507,0.5267608
518508,0.28346086
518509,0.2651377
518510,0.13124508
518511,0.53809994
518512,0.1280185
518513,0.3198875
518514,0.29226753
518515,0.21502414
518516,0.13053803
518517,0.36961722
518518,0.33620894
518519,0.15939805
518520,0.5832601
518521,0.20593756
518522,0.14779098
518523,0.5645743
518524,0.21102343
518525,0.26604494
518526,0.4188062
518527,0.3562879
518528,0.5238633
518529,0.24789473
518530,0.36113924
518531,0.19285798
518532,0.2795804
518533,0.19099078
518534,0.576946
518535,0.292979
518536,0.3824351
518537,0.3051379
518538,0.43851277
518539,0.5996737
518540,0.46268192
518541,0.4886774
518542,0.07000889
518543,0.2537646
518544,0.077916704
518545,0.32316527
518546,0.35036352
518547,0.09842045
518548,0.36217272
518549,0.22586763
518550,0.0903616
518551,0.3160807
518552,0.52304953
518553,0.4984443
518554,0.46253142
518555,0.63574743
518556,0.3509209
518557,0.24228874
518558,0.41074163
518559,0.2140495
518560,0.27936682
518561,0.12472347
518562,0.24936119
518563,0.5614608
518564,0.29327825
518565,0.29296416
518566,0.44107917
518567,0.30379203
518568,0.23912875
518569,0.62914443
518570,0.39019182
518571,0.16932976
518572,0.37739545
518573,0.33855042
518574,0.6351155
518575,0.31185287
518576,0.41325963
518577,0.3423442
518578,0.3460135
518579,0.35718152
518580,0.41675535
518581,0.36973783
518582,0.12660003
518583,0.20804521
518584,0.24855025
518585,0.2117483
518586,0.6726611
518587,0.24529377
518588,0.6286518
518589,0.2703973
518590,0.7037441
518591,0.599607
518592,0.56719315
518593,0.4308916
518594,0.5310814
518595,0.36142632
518596,0.37533212
518597,0.21792965
518598,0.559118
518599,0.16417469
518600,0.5421383
518601,0.34483743
518602,0.36872077
518603,0.396411
518604,0.12968363
518605,0.4165018
518606,0.2934996
518607,0.48984653
518608,0.2239703
518609,0.16662389
518610,0.2954324
518611,0.28592286
518612,0.5367455
518613,0.13649918
518614,0.20205507
518615,0.31769776
518616,0.7026344
518617,0.22204569
518618,0.16275935
518619,0.3107217
518620,0.055122495
518621,0.49088824
518622,0.25345507
518623,0.30270606
518624,0.2991294
518625,0.18263866
518626,0.32341453
518627,0.12796034
518628,0.33098772
518629,0.3639502
518630,0.678347
518631,0.1080162
518632,0.30995065
518633,0.12958571
518634,0.6852195
518635,0.09198083
518636,0.26517463
518637,0.31020966
518638,0.1443086
518639,0.49849153
518640,0.5550747
518641,0.11105428
518642,0.17396046
518643,0.34534836
518644,0.6368818
518645,0.25010103
518646,0.201801
518647,0.08714627
518648,0.2381623
518649,0.44021142
518650,0.44998553
518651,0.31674758
518652,0.3525346
518653,0.18134691
518654,0.4152921
518655,0.36681396
518656,0.404304
518657,0.1294618
518658,0.14089935
518659,0.7286451
518660,0.31631652
518661,0.24531765
518662,0.1718218
518663,0.30358765
518664,0.37366265
518665,0.37062258
518666,0.13979726
518667,0.6476953
518668,0.38607496
518669,0.32376546
518670,0.44944182
518671,0.49632016
518672,0.60822827
518673,0.36075372
518674,0.103675164
518675,0.33536357
518676,0.27049586
518677,0.13168283
518678,0.22386777
518679,0.30774027
518680,0.3525351
518681,0.4730006
518682,0.24067812
518683,0.35913172
518684,0.5770239
518685,0.32206538
518686,0.22266376
518687,0.46294662
518688,0.05227099
518689,0.26568586
518690,0.26405522
518691,0.41328597
518692,0.20300183
518693,0.47429946
518694,0.17853254
518695,0.17371516
518696,0.16547336
518697,0.28688315
518698,0.27486172
518699,0.52265793
518700,0.27861404
518701,0.41282672
518702,0.36014444
518703,0.18499707
518704,0.36484924
518705,0.5425082
518706,0.451115
518707,0.35094428
518708,0.22422054
518709,0.1261181
518710,0.48295358
518711,0.39050326
518712,0.12677753
518713,0.18929765
518714,0.29419613
518715,0.55296296
518716,0.27593058
518717,0.05614191
518718,0.219937
518719,0.33497852
518720,0.33549994
518721,0.64590895
518722,0.36392358
518723,0.24762045
518724,0.4303042
518725,0.12796482
518726,0.31596312
518727,0.21054353
518728,0.35492185
518729,0.36686912
518730,0.36366895
518731,0.5330017
518732,0.5347489
518733,0.05686871
518734,0.617961
518735,0.5015471
518736,0.1844092
518737,0.59512186
518738,0.24021253
518739,0.38921016
518740,0.65076673
518741,0.64231074
518742,0.14557703
518743,0.38352746
518744,0.21900266
518745,0.56018925
518746,0.46685842
518747,0.2462939
518748,0.43500018
518749,0.33711505
518750,0.22596233
518751,0.24229297
518752,0.12609465
518753,0.4713883
518754,0.6485295
518755,0.12507392
518756,0.34655088
518757,0.18760192
518758,0.4984961
518759,0.3107409
518760,0.14715432
518761,0.3190372
518762,0.39494637
518763,0.04888308
518764,0.29948437
518765,0.3042782
518766,0.45062748
518767,0.33389574
518768,0.25727496
518769,0.31364095
518770,0.48595417
518771,0.18573147
518772,0.15453564
518773,0.29530814
518774,0.07041287
518775,0.379288
518776,0.5229099
518777,0.552862
518778,0.31017953
518779,0.28949496
518780,0.10912291
518781,0.49891564
518782,0.26695418
518783,0.280861
518784,0.25016057
518785,0.5530276
518786,0.29380646
518787,0.20662929
518788,0.3113134
518789,0.8469878
518790,0.4101562
518791,0.1681025
518792,0.11357458
518793,0.541847
518794,0.51592076
518795,0.37637666
518796,0.3662412
518797,0.28439608
518798,0.063156754
518799,0.18194674
518800,0.5602781
518801,0.38896233
518802,0.30852374
518803,0.73330384
518804,0.29012266
518805,0.32891545
518806,0.323641
518807,0.26183212
518808,0.034169897
518809,0.6185117
518810,0.3252741
518811,0.37356815
518812,0.30086684
518813,0.38909435
518814,0.57066154
518815,0.24306475
518816,0.49745598
518817,0.5510363
518818,0.49234223
518819,0.20094809
518820,0.3019392
518821,0.30897826
518822,0.42275754
518823,0.32981613
518824,0.7826013
518825,0.40139127
518826,0.18135062
518827,0.30270606
518828,0.18432014
518829,0.26724792
518830,0.18288486
518831,0.26959243
518832,0.19255604
518833,0.7078255
518834,0.37051842
518835,0.6269602
518836,0.41092485
518837,0.453339
518838,0.12766455
518839,0.46782646
518840,0.33165628
518841,0.46885285
518842,0.39795035
518843,0.8186062
518844,0.3106754
518845,0.24263804
518846,0.35422668
518847,0.2861044
518848,0.3393733
518849,0.18180725
518850,0.4213169
518851,0.51286936
518852,0.34808147
518853,0.37017
518854,0.33163664
518855,0.4726813
518856,0.11439571
518857,0.6187788
518858,0.28778464
518859,0.31254265
518860,0.3713537
518861,0.42155385
518862,0.3649533
518863,0.2712762
518864,0.3533467
518865,0.45841548
518866,0.17363429
518867,0.32504985
518868,0.48652413
518869,0.29332185
518870,0.40685847
518871,0.20216015
518872,0.5647213
518873,0.4085112
518874,0.46457887
518875,0.5519107
518876,0.72659314
518877,0.4058628
518878,0.50318164
518879,0.7242307
518880,0.4993469
518881,0.3344329
518882,0.6394436
518883,0.41157746
518884,0.35539827
518885,0.22530687
518886,0.12839298
518887,0.3066155
518888,0.3310212
518889,0.46913213
518890,0.406613
518891,0.39400744
518892,0.30689418
518893,0.1682687
518894,0.5791524
518895,0.48305127
518896,0.65815216
518897,0.24554396
518898,0.36320952
518899,0.52587664
518900,0.18491827
518901,0.59624034
518902,0.35623553
518903,0.57606375
518904,0.38633037
518905,0.28269228
518906,0.6457576
518907,0.29289684
518908,0.47517234
518909,0.30362374
518910,0.43565154
518911,0.41840065
518912,0.52521557
518913,0.4683788
518914,0.2639658
518915,0.3630062
518916,0.7087008
518917,0.37008253
518918,0.31914616
518919,0.08718992
518920,0.1410496
518921,0.2191625
518922,0.108174816
518923,0.5050134
518924,0.2687828
518925,0.13150978
518926,0.25220335
518927,0.27955467
518928,0.45645922
518929,0.18186052
518930,0.31808004
518931,0.5823181
518932,0.47269782
518933,0.3303554
518934,0.3286663
518935,0.40831757
518936,0.54149574
518937,0.17814985
518938,0.25178748
518939,0.32847548
518940,0.47635835
518941,0.5776841
518942,0.4944936
518943,0.11121222
518944,0.18870369
518945,0.28724793
518946,0.19450547
518947,0.41005367
518948,0.29986167
518949,0.47933033
518950,0.29204813
518951,0.1104918
518952,0.08298876
518953,0.12262636
518954,0.2640559
518955,0.2701377
518956,0.0671469
518957,0.5133309
518958,0.43906313
518959,0.08197035
518960,0.24884826
518961,0.54579884
518962,0.22374165
518963,0.23340584
518964,0.291138
518965,0.5042024
518966,0.30929786
518967,0.2945558
518968,0.24136986
518969,0.33821526
518970,0.21686931
518971,0.8277535
518972,0.3449232
518973,0.33244067
518974,0.40934154
518975,0.24587941
518976,0.41738504
518977,0.35744214
518978,0.20764145
518979,0.44603595
518980,0.088090114
518981,0.31205666
518982,0.3248819
518983,0.44367653
518984,0.20257865
518985,0.3558921
518986,0.066427305
518987,0.2835486
518988,0.16018689
518989,0.1698358
518990,0.4539259
518991,0.34447777
518992,0.47861013
518993,0.32203826
518994,0.73829824
518995,0.5052881
518996,0.35543346
518997,0.304254
518998,0.50671536
518999,0.41896474
519000,0.4264623
519001,0.36022443
519002,0.18905695
519003,0.45681837
519004,0.15126051
519005,0.41235608
519006,0.356182
519007,0.43824765
519008,0.27865854
519009,0.49990287
519010,0.47057387
519011,0.27150294
519012,0.49780986
519013,0.34315673
519014,0.48479256
519015,0.51900214
519016,0.534752
519017,0.6953706
519018,0.28916657
519019,0.35673642
519020,0.35208544
519021,0.3961251
519022,0.27127555
519023,0.21107318
519024,0.5227893
519025,0.48219696
519026,0.22212139
519027,0.276967
519028,0.6232987
519029,0.3602458
519030,0.22256117
519031,0.4709582
519032,0.23161037
519033,0.19346952
519034,0.1919051
519035,0.23037602
519036,0.1804343
519037,0.37159652
519038,0.4160843
519039,0.25625414
519040,0.3877754
519041,0.39269826
519042,0.2964088
519043,0.41006857
519044,0.3756377
519045,0.32866928
519046,0.4901508
519047,0.30898497
519048,0.2978618
519049,0.43704242
519050,0.18537198
519051,0.2618674
519052,0.23728071
519053,0.35713845
519054,0.4083931
519055,0.37678072
519056,0.39205235
519057,0.08191663
519058,0.2872327
519059,0.4214438
519060,0.32252917
519061,0.4662288
519062,0.30936554
519063,0.30531994
519064,0.34515956
519065,0.37294167
519066,0.31040147
519067,0.2677978
519068,0.43728334
519069,0.2208826
519070,0.35891706
519071,0.12635341
519072,0.27725953
519073,0.26516226
519074,0.4427861
519075,0.4159319
519076,0.46547267
519077,0.27424648
519078,0.3918992
519079,0.15713382
519080,0.26863036
519081,0.40482786
519082,0.3724826
519083,0.40904918
519084,0.3091749
519085,0.2664996
519086,0.44690514
519087,0.36684507
519088,0.30909982
519089,0.49398136
519090,0.32876125
519091,0.39073822
519092,0.2953867
519093,0.31011477
519094,0.51804703
519095,0.13688183
519096,0.33050945
519097,0.27976468
519098,0.15721427
519099,0.4195405
519100,0.1856089
519101,0.26477823
519102,0.44856405
519103,0.22487845
519104,0.59542376
519105,0.24762945
519106,0.07960057
519107,0.17946588
519108,0.39448944
519109,0.80630434
519110,0.36395594
519111,0.47729328
519112,0.40586445
519113,0.13405478
519114,0.31198803
519115,0.18033211
519116,0.13926242
519117,0.17379539
519118,0.21791646
519119,0.37766284
519120,0.5894943
519121,0.4671778
519122,0.37232986
519123,0.17126627
519124,0.5322016
519125,0.55653965
519126,0.323019
519127,0.2757644
519128,0.11054027
519129,0.090607844
519130,0.5548348
519131,0.2912183
519132,0.13221307
519133,0.27723303
519134,0.11040524
519135,0.1981673
519136,0.3609346
519137,0.29006448
519138,0.5926681
519139,0.3222259
519140,0.3515109
519141,0.37796494
519142,0.207316
519143,0.34688783
519144,0.34116462
519145,0.3097266
519146,0.12467866
519147,0.3688738
519148,0.2898962
519149,0.28391236
519150,0.20920558
519151,0.24519981
519152,0.74159276
519153,0.2586065
519154,0.09399466
519155,0.15525049
519156,0.121285655
519157,0.3053922
519158,0.22394812
519159,0.34562
519160,0.37141857
519161,0.37299934
519162,0.41763595
519163,0.34732962
519164,0.2407945
519165,0.48324847
519166,0.4516166
519167,0.15410554
519168,0.17779918
519169,0.35170177
519170,0.26700526
519171,0.50026304
519172,0.29048207
519173,0.40888724
519174,0.45779353
519175,0.4998207
519176,0.6531797
519177,0.48850182
519178,0.10480526
519179,0.3082273
519180,0.6396827
519181,0.052821215
519182,0.48733014
519183,0.27720562
519184,0.2829911
519185,0.38359314
519186,0.11213872
519187,0.35398766
519188,0.2940207
519189,0.29544
519190,0.41711953
519191,0.20262854
519192,0.40200648
519193,0.3573821
519194,0.25524577
519195,0.73214495
519196,0.24308851
519197,0.45348775
519198,0.30298615
519199,0.34052727
519200,0.24249373
519201,0.3780974
519202,0.53212494
519203,0.45620438
519204,0.09893667
519205,0.12993248
519206,0.301692
519207,0.639116
519208,0.21389563
519209,0.40982363
519210,0.2494998
519211,0.5396051
519212,0.5710791
519213,0.37966785
519214,0.56722033
519215,0.44412595
519216,0.5858143
519217,0.35964698
519218,0.54648536
519219,0.12554881
519220,0.25362334
519221,0.27196735
519222,0.3894829
519223,0.47842434
519224,0.30124244
519225,0.42326865
519226,0.20123456
519227,0.42919162
519228,0.33906925
519229,0.552464
519230,0.3563878
519231,0.13592613
519232,0.41858995
519233,0.2276753
519234,0.040839083
519235,0.2850468
519236,0.40272978
519237,0.08955687
519238,0.22215049
519239,0.3702407
519240,0.26613003
519241,0.32195997
519242,0.2883306
519243,0.64897496
519244,0.19000101
519245,0.46524507
519246,0.17901927
519247,0.45269507
519248,0.14761934
519249,0.42936796
519250,0.2953629
519251,0.11998026
519252,0.22459963
519253,0.12859347
519254,0.3097266
519255,0.1390182
519256,0.44026622
519257,0.52594316
519258,0.2803073
519259,0.25015607
519260,0.309162
519261,0.5555513
519262,0.22172183
519263,0.35185197
519264,0.15251617
519265,0.3674761
519266,0.4463597
519267,0.55877703
519268,0.23285984
519269,0.36653832
519270,0.22183414
519271,0.36153257
519272,0.13997853
519273,0.23001099
519274,0.20094702
519275,0.2840855
519276,0.21655281
519277,0.23869415
519278,0.24403323
519279,0.18946795
519280,0.4498409
519281,0.48484552
519282,0.3353208
519283,0.3122529
519284,0.32258096
519285,0.6053119
519286,0.2890093
519287,0.41621894
519288,0.2843034
519289,0.44868338
519290,0.09348899
519291,0.605624
519292,0.30170786
519293,0.34632322
519294,0.24672596
519295,0.25723204
519296,0.24623051
519297,0.44813105
519298,0.4671895
519299,0.43525353
519300,0.089896925
519301,0.40968406
519302,0.62690884
519303,0.35320646
519304,0.5376457
519305,0.5848253
519306,0.46789962
519307,0.04810584
519308,0.2955268
519309,0.3296594
519310,0.4408064
519311,0.22028092
519312,0.108929716
519313,0.28939688
